1,D528-10,4,159675
2,F756N-20,1,159174
3,N181E-10,2,161837
4,N264-03,1,154939
5,N264-07,1,160526
6,N264-36,12,154939
7,N264-50S,1,160526
8,N338-07,2,156529
9,N338-118,1,156607
10,N338-50,1,156529
11,N528-26,1,158040
12,N528-41,4,152667
13,N528-50,4,152667
14,T043W-03,2,161873
15,T517-17S,1,159659
16,T517-20,1,159896
17,T517N-07,1,153336
18,T517N-09,1,159659
19,T517N-50,2,153336
